geoid,name,name_co,state_abbr,rucc_1974,rucc_1983,rucc_1993,rucc_2003,rucc_2013,rucc_2023,rural_to_nonrural,nonrural_to_rural
47175,RUCC,Van Buren,TN,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
47177,RUCC,Warren,TN,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
47179,RUCC,Washington,TN,Rural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,1983,NA
47181,RUCC,Wayne,TN,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
47183,RUCC,Weakley,TN,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
47185,RUCC,White,TN,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
47187,RUCC,Williamson,TN,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
47189,RUCC,Wilson,TN,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
48001,RUCC,Anderson,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48003,RUCC,Andrews,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48005,RUCC,Angelina,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48007,RUCC,Aransas,TX,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
48009,RUCC,Archer,TX,Rural,Rural,Nonrural,Nonrural,Nonrural,Nonrural,1993,NA
48011,RUCC,Armstrong,TX,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
48013,RUCC,Atascosa,TX,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
48015,RUCC,Austin,TX,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
48017,RUCC,Bailey,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48019,RUCC,Bandera,TX,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
48021,RUCC,Bastrop,TX,Rural,Rural,Nonrural,Nonrural,Nonrural,Nonrural,1993,NA
48023,RUCC,Baylor,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48025,RUCC,Bee,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48027,RUCC,Bell,TX,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
48029,RUCC,Bexar,TX,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
48031,RUCC,Blanco,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48033,RUCC,Borden,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48035,RUCC,Bosque,TX,Rural,Rural,Rural,Rural,Rural,Nonrural,2023,NA
48037,RUCC,Bowie,TX,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
48039,RUCC,Brazoria,TX,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
48041,RUCC,Brazos,TX,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
48043,RUCC,Brewster,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48045,RUCC,Briscoe,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48047,RUCC,Brooks,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48049,RUCC,Brown,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48051,RUCC,Burleson,TX,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
48053,RUCC,Burnet,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48055,RUCC,Caldwell,TX,Rural,Rural,Nonrural,Nonrural,Nonrural,Nonrural,1993,NA
48057,RUCC,Calhoun,TX,Rural,Rural,Rural,Nonrural,Rural,Rural,2003,NA
48059,RUCC,Callahan,TX,Nonrural,Rural,Rural,Nonrural,Nonrural,Nonrural,NA,1983
48061,RUCC,Cameron,TX,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
48063,RUCC,Camp,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48065,RUCC,Carson,TX,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
48067,RUCC,Cass,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48069,RUCC,Castro,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48071,RUCC,Chambers,TX,Rural,Rural,Nonrural,Nonrural,Nonrural,Nonrural,1993,NA
48073,RUCC,Cherokee,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48075,RUCC,Childress,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48077,RUCC,Clay,TX,Nonrural,Rural,Rural,Nonrural,Nonrural,Nonrural,NA,1983
48079,RUCC,Cochran,TX,Rural,Rural,Rural,Rural,Rural,Nonrural,2023,NA
48081,RUCC,Coke,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48083,RUCC,Coleman,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48085,RUCC,Collin,TX,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
48087,RUCC,Collingsworth,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48089,RUCC,Colorado,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48091,RUCC,Comal,TX,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
48093,RUCC,Comanche,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48095,RUCC,Concho,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48097,RUCC,Cooke,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48099,RUCC,Coryell,TX,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
48101,RUCC,Cottle,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48103,RUCC,Crane,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48105,RUCC,Crockett,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48107,RUCC,Crosby,TX,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
48109,RUCC,Culberson,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48111,RUCC,Dallam,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48113,RUCC,Dallas,TX,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
48115,RUCC,Dawson,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48117,RUCC,Deaf Smith,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48119,RUCC,Delta,TX,Rural,Rural,Rural,Nonrural,Rural,Rural,2003,NA
48121,RUCC,Denton,TX,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
48123,RUCC,DeWitt,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48125,RUCC,Dickens,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48127,RUCC,Dimmit,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48129,RUCC,Donley,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48131,RUCC,Duval,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48133,RUCC,Eastland,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48135,RUCC,Ector,TX,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
48137,RUCC,Edwards,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48139,RUCC,Ellis,TX,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
48141,RUCC,El Paso,TX,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
48143,RUCC,Erath,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48145,RUCC,Falls,TX,Rural,Rural,Rural,Rural,Nonrural,Nonrural,2013,NA
48147,RUCC,Fannin,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48149,RUCC,Fayette,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48151,RUCC,Fisher,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48153,RUCC,Floyd,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48155,RUCC,Foard,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48157,RUCC,Fort Bend,TX,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
48159,RUCC,Franklin,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48161,RUCC,Freestone,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48163,RUCC,Frio,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48165,RUCC,Gaines,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48167,RUCC,Galveston,TX,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
48169,RUCC,Garza,TX,Rural,Rural,Rural,Rural,Rural,Nonrural,2023,NA
48171,RUCC,Gillespie,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48173,RUCC,Glasscock,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48175,RUCC,Goliad,TX,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
48177,RUCC,Gonzales,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48179,RUCC,Gray,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48181,RUCC,Grayson,TX,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
48183,RUCC,Gregg,TX,Rural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,1983,NA
48185,RUCC,Grimes,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48187,RUCC,Guadalupe,TX,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
48189,RUCC,Hale,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48191,RUCC,Hall,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48193,RUCC,Hamilton,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48195,RUCC,Hansford,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48197,RUCC,Hardeman,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48199,RUCC,Hardin,TX,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
48201,RUCC,Harris,TX,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
48203,RUCC,Harrison,TX,Rural,Nonrural,Nonrural,Rural,Rural,Nonrural,1983,NA
48205,RUCC,Hartley,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48207,RUCC,Haskell,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48209,RUCC,Hays,TX,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
48211,RUCC,Hemphill,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48213,RUCC,Henderson,TX,Rural,Rural,Nonrural,Rural,Rural,Rural,1993,NA
48215,RUCC,Hidalgo,TX,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
48217,RUCC,Hill,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48219,RUCC,Hockley,TX,Rural,Rural,Rural,Rural,Rural,Nonrural,2023,NA
48221,RUCC,Hood,TX,Nonrural,Rural,Nonrural,Rural,Nonrural,Rural,NA,1983
48223,RUCC,Hopkins,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48225,RUCC,Houston,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48227,RUCC,Howard,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48229,RUCC,Hudspeth,TX,Rural,Rural,Rural,Rural,Nonrural,Nonrural,2013,NA
48231,RUCC,Hunt,TX,Rural,Rural,Nonrural,Nonrural,Nonrural,Nonrural,1993,NA
48233,RUCC,Hutchinson,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48235,RUCC,Irion,TX,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
48237,RUCC,Jack,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48239,RUCC,Jackson,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48241,RUCC,Jasper,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48243,RUCC,Jeff Davis,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48245,RUCC,Jefferson,TX,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
48247,RUCC,Jim Hogg,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48249,RUCC,Jim Wells,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48251,RUCC,Johnson,TX,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
48253,RUCC,Jones,TX,Nonrural,Rural,Rural,Nonrural,Nonrural,Nonrural,NA,1983
48255,RUCC,Karnes,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48257,RUCC,Kaufman,TX,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
48259,RUCC,Kendall,TX,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
48261,RUCC,Kenedy,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48263,RUCC,Kent,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48265,RUCC,Kerr,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48267,RUCC,Kimble,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48269,RUCC,King,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48271,RUCC,Kinney,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48273,RUCC,Kleberg,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48275,RUCC,Knox,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48277,RUCC,Lamar,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48279,RUCC,Lamb,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48281,RUCC,Lampasas,TX,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
48283,RUCC,La Salle,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48285,RUCC,Lavaca,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48287,RUCC,Lee,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48289,RUCC,Leon,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48291,RUCC,Liberty,TX,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
48293,RUCC,Limestone,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48295,RUCC,Lipscomb,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48297,RUCC,Live Oak,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48299,RUCC,Llano,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48301,RUCC,Loving,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48303,RUCC,Lubbock,TX,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
48305,RUCC,Lynn,TX,Rural,Rural,Rural,Rural,Nonrural,Nonrural,2013,NA
48307,RUCC,McCulloch,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48309,RUCC,McLennan,TX,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
48311,RUCC,McMullen,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48313,RUCC,Madison,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48315,RUCC,Marion,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48317,RUCC,Martin,TX,Rural,Rural,Rural,Rural,Nonrural,Nonrural,2013,NA
48319,RUCC,Mason,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48321,RUCC,Matagorda,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48323,RUCC,Maverick,TX,Rural,Rural,Rural,Rural,Rural,Nonrural,2023,NA
48325,RUCC,Medina,TX,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
48327,RUCC,Menard,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48329,RUCC,Midland,TX,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
48331,RUCC,Milam,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48333,RUCC,Mills,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48335,RUCC,Mitchell,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48337,RUCC,Montague,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48339,RUCC,Montgomery,TX,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
48341,RUCC,Moore,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48343,RUCC,Morris,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48345,RUCC,Motley,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48347,RUCC,Nacogdoches,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48349,RUCC,Navarro,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48351,RUCC,Newton,TX,Rural,Rural,Rural,Rural,Nonrural,Rural,2013,NA
48353,RUCC,Nolan,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48355,RUCC,Nueces,TX,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
48357,RUCC,Ochiltree,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48359,RUCC,Oldham,TX,Rural,Rural,Rural,Rural,Nonrural,Nonrural,2013,NA
48361,RUCC,Orange,TX,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
48363,RUCC,Palo Pinto,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48365,RUCC,Panola,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48367,RUCC,Parker,TX,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
48369,RUCC,Parmer,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48371,RUCC,Pecos,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48373,RUCC,Polk,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48375,RUCC,Potter,TX,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
48377,RUCC,Presidio,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48379,RUCC,Rains,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48381,RUCC,Randall,TX,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
48383,RUCC,Reagan,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48385,RUCC,Real,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48387,RUCC,Red River,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48389,RUCC,Reeves,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48391,RUCC,Refugio,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48393,RUCC,Roberts,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48395,RUCC,Robertson,TX,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
48397,RUCC,Rockwall,TX,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
48399,RUCC,Runnels,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48401,RUCC,Rusk,TX,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
48403,RUCC,Sabine,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48405,RUCC,San Augustine,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48407,RUCC,San Jacinto,TX,Rural,Rural,Rural,Nonrural,Rural,Nonrural,2003,NA
48409,RUCC,San Patricio,TX,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
48411,RUCC,San Saba,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48413,RUCC,Schleicher,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48415,RUCC,Scurry,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48417,RUCC,Shackelford,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48419,RUCC,Shelby,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48421,RUCC,Sherman,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48423,RUCC,Smith,TX,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
48425,RUCC,Somervell,TX,Rural,Rural,Rural,Rural,Nonrural,Rural,2013,NA
48427,RUCC,Starr,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48429,RUCC,Stephens,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48431,RUCC,Sterling,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48433,RUCC,Stonewall,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48435,RUCC,Sutton,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48437,RUCC,Swisher,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48439,RUCC,Tarrant,TX,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
48441,RUCC,Taylor,TX,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
48443,RUCC,Terrell,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48445,RUCC,Terry,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48447,RUCC,Throckmorton,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48449,RUCC,Titus,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48451,RUCC,Tom Green,TX,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
48453,RUCC,Travis,TX,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
48455,RUCC,Trinity,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48457,RUCC,Tyler,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48459,RUCC,Upshur,TX,Rural,Rural,Nonrural,Nonrural,Nonrural,Nonrural,1993,NA
48461,RUCC,Upton,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48463,RUCC,Uvalde,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48465,RUCC,Val Verde,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48467,RUCC,Van Zandt,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48469,RUCC,Victoria,TX,Rural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,1983,NA
48471,RUCC,Walker,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48473,RUCC,Waller,TX,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
48475,RUCC,Ward,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48477,RUCC,Washington,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48479,RUCC,Webb,TX,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
48481,RUCC,Wharton,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48483,RUCC,Wheeler,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48485,RUCC,Wichita,TX,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
48487,RUCC,Wilbarger,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48489,RUCC,Willacy,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48491,RUCC,Williamson,TX,Rural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,1983,NA
48493,RUCC,Wilson,TX,Rural,Rural,Nonrural,Nonrural,Nonrural,Nonrural,1993,NA
48495,RUCC,Winkler,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48497,RUCC,Wise,TX,Nonrural,Rural,Rural,Nonrural,Nonrural,Nonrural,NA,1983
48499,RUCC,Wood,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48501,RUCC,Yoakum,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48503,RUCC,Young,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48505,RUCC,Zapata,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
48507,RUCC,Zavala,TX,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
49001,RUCC,Beaver,UT,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
49003,RUCC,Box Elder,UT,Rural,Rural,Rural,Rural,Nonrural,Rural,2013,NA
49005,RUCC,Cache,UT,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
49007,RUCC,Carbon,UT,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
49009,RUCC,Daggett,UT,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
49011,RUCC,Davis,UT,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
49013,RUCC,Duchesne,UT,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
49015,RUCC,Emery,UT,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
49017,RUCC,Garfield,UT,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
49019,RUCC,Grand,UT,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
49021,RUCC,Iron,UT,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
49023,RUCC,Juab,UT,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
49025,RUCC,Kane,UT,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
49027,RUCC,Millard,UT,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
49029,RUCC,Morgan,UT,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
49031,RUCC,Piute,UT,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
49033,RUCC,Rich,UT,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
49035,RUCC,Salt Lake,UT,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
49037,RUCC,San Juan,UT,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
49039,RUCC,Sanpete,UT,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
49041,RUCC,Sevier,UT,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
