geoid,name,name_co,state_abbr,rucc_1974,rucc_1983,rucc_1993,rucc_2003,rucc_2013,rucc_2023,rural_to_nonrural,nonrural_to_rural
01001,RUCC,Autauga,AL,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
01003,RUCC,Baldwin,AL,Nonrural,Nonrural,Nonrural,Rural,Nonrural,Nonrural,NA,2003
01005,RUCC,Barbour,AL,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
01007,RUCC,Bibb,AL,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
01009,RUCC,Blount,AL,Rural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,1983,NA
01011,RUCC,Bullock,AL,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
01013,RUCC,Butler,AL,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
01015,RUCC,Calhoun,AL,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
01017,RUCC,Chambers,AL,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
01019,RUCC,Cherokee,AL,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
01021,RUCC,Chilton,AL,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
01023,RUCC,Choctaw,AL,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
01025,RUCC,Clarke,AL,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
01027,RUCC,Clay,AL,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
01029,RUCC,Cleburne,AL,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
01031,RUCC,Coffee,AL,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
01033,RUCC,Colbert,AL,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
01035,RUCC,Conecuh,AL,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
01037,RUCC,Coosa,AL,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
01039,RUCC,Covington,AL,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
01041,RUCC,Crenshaw,AL,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
01043,RUCC,Cullman,AL,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
01045,RUCC,Dale,AL,Rural,Nonrural,Nonrural,Rural,Rural,Rural,1983,NA
01047,RUCC,Dallas,AL,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
01049,RUCC,DeKalb,AL,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
01051,RUCC,Elmore,AL,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
01053,RUCC,Escambia,AL,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
01055,RUCC,Etowah,AL,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
01057,RUCC,Fayette,AL,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
01059,RUCC,Franklin,AL,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
01061,RUCC,Geneva,AL,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
01063,RUCC,Greene,AL,Rural,Rural,Rural,Nonrural,Rural,Nonrural,2003,NA
01065,RUCC,Hale,AL,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
01067,RUCC,Henry,AL,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
01069,RUCC,Houston,AL,Rural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,1983,NA
01071,RUCC,Jackson,AL,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
01073,RUCC,Jefferson,AL,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
01075,RUCC,Lamar,AL,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
01077,RUCC,Lauderdale,AL,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
01079,RUCC,Lawrence,AL,Rural,Rural,Nonrural,Nonrural,Nonrural,Nonrural,1993,NA
01081,RUCC,Lee,AL,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
01083,RUCC,Limestone,AL,Nonrural,Rural,Nonrural,Nonrural,Nonrural,Nonrural,NA,1983
01085,RUCC,Lowndes,AL,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
01087,RUCC,Macon,AL,Rural,Rural,Rural,Rural,Rural,Nonrural,2023,NA
01089,RUCC,Madison,AL,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
01091,RUCC,Marengo,AL,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
01093,RUCC,Marion,AL,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
01095,RUCC,Marshall,AL,Nonrural,Rural,Rural,Rural,Rural,Rural,NA,1983
01097,RUCC,Mobile,AL,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
01099,RUCC,Monroe,AL,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
01101,RUCC,Montgomery,AL,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
01103,RUCC,Morgan,AL,Rural,Rural,Nonrural,Nonrural,Nonrural,Nonrural,1993,NA
01105,RUCC,Perry,AL,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
01107,RUCC,Pickens,AL,Rural,Rural,Rural,Rural,Nonrural,Nonrural,2013,NA
01109,RUCC,Pike,AL,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
01111,RUCC,Randolph,AL,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
01113,RUCC,Russell,AL,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
01115,RUCC,St. Clair,AL,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
01117,RUCC,Shelby,AL,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
01119,RUCC,Sumter,AL,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
01121,RUCC,Talladega,AL,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
01123,RUCC,Tallapoosa,AL,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
01125,RUCC,Tuscaloosa,AL,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
01127,RUCC,Walker,AL,Nonrural,Nonrural,Rural,Nonrural,Nonrural,Nonrural,NA,1993
01129,RUCC,Washington,AL,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
01131,RUCC,Wilcox,AL,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
01133,RUCC,Winston,AL,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
02013,RUCC,Aleutians East,AK,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
02016,RUCC,Aleutians West,AK,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
02020,RUCC,Anchorage,AK,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
02050,RUCC,Bethel,AK,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
02060,RUCC,Bristol Bay,AK,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
02068,RUCC,Denali,AK,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
02070,RUCC,Dillingham,AK,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
02090,RUCC,Fairbanks North Star,AK,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
02100,RUCC,Haines,AK,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
02110,RUCC,Juneau,AK,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
02122,RUCC,Kenai Peninsula,AK,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
02130,RUCC,Ketchikan Gateway,AK,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
02150,RUCC,Kodiak Island,AK,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
02164,RUCC,Lake and Peninsula,AK,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
02170,RUCC,Matanuska-Susitna,AK,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
02180,RUCC,Nome,AK,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
02185,RUCC,North Slope,AK,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
02188,RUCC,Northwest Arctic,AK,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
02201,RUCC,NA,NA,Rural,Rural,Rural,Rural,NA,NA,NA,NA
02220,RUCC,Sitka,AK,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
02232,RUCC,NA,NA,Rural,NA,NA,Rural,NA,NA,NA,NA
02240,RUCC,Southeast Fairbanks,AK,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
02261,RUCC,Valdez-Cordova,AK,Rural,Rural,Rural,Rural,Rural,NA,NA,NA
02270,RUCC,NA,NA,Rural,Rural,Rural,Rural,Rural,NA,NA,NA
02280,RUCC,NA,NA,Rural,Rural,Rural,Rural,NA,NA,NA,NA
02282,RUCC,Yakutat,AK,Rural,NA,NA,Rural,Rural,Rural,NA,NA
02290,RUCC,Yukon-Koyukuk,AK,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
04001,RUCC,Apache,AZ,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
04003,RUCC,Cochise,AZ,Rural,Rural,Rural,Rural,Nonrural,Nonrural,2013,NA
04005,RUCC,Coconino,AZ,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
04007,RUCC,Gila,AZ,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
04009,RUCC,Graham,AZ,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
04011,RUCC,Greenlee,AZ,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
04012,RUCC,La Paz,AZ,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
04013,RUCC,Maricopa,AZ,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
04015,RUCC,Mohave,AZ,Rural,Rural,Nonrural,Rural,Nonrural,Nonrural,1993,NA
04017,RUCC,Navajo,AZ,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
04019,RUCC,Pima,AZ,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
04021,RUCC,Pinal,AZ,Rural,Rural,Nonrural,Nonrural,Nonrural,Nonrural,1993,NA
04023,RUCC,Santa Cruz,AZ,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
04025,RUCC,Yavapai,AZ,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
04027,RUCC,Yuma,AZ,Rural,Rural,Nonrural,Nonrural,Nonrural,Nonrural,1993,NA
05001,RUCC,Arkansas,AR,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
05003,RUCC,Ashley,AR,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
05005,RUCC,Baxter,AR,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
05007,RUCC,Benton,AR,Rural,Rural,Nonrural,Nonrural,Nonrural,Nonrural,1993,NA
05009,RUCC,Boone,AR,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
05011,RUCC,Bradley,AR,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
05013,RUCC,Calhoun,AR,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
05015,RUCC,Carroll,AR,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
05017,RUCC,Chicot,AR,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
05019,RUCC,Clark,AR,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
05021,RUCC,Clay,AR,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
05023,RUCC,Cleburne,AR,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
05025,RUCC,Cleveland,AR,Rural,Rural,Rural,Nonrural,Nonrural,Rural,2003,NA
05027,RUCC,Columbia,AR,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
05029,RUCC,Conway,AR,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
05031,RUCC,Craighead,AR,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
05033,RUCC,Crawford,AR,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
05035,RUCC,Crittenden,AR,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
05037,RUCC,Cross,AR,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
05039,RUCC,Dallas,AR,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
05041,RUCC,Desha,AR,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
05043,RUCC,Drew,AR,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
05045,RUCC,Faulkner,AR,Rural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,1983,NA
05047,RUCC,Franklin,AR,Rural,Rural,Rural,Nonrural,Rural,Rural,2003,NA
05049,RUCC,Fulton,AR,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
05051,RUCC,Garland,AR,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
05053,RUCC,Grant,AR,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
05055,RUCC,Greene,AR,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
05057,RUCC,Hempstead,AR,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
05059,RUCC,Hot Spring,AR,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
05061,RUCC,Howard,AR,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
05063,RUCC,Independence,AR,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
05065,RUCC,Izard,AR,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
05067,RUCC,Jackson,AR,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
05069,RUCC,Jefferson,AR,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Rural,NA,2023
05071,RUCC,Johnson,AR,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
05073,RUCC,Lafayette,AR,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
05075,RUCC,Lawrence,AR,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
05077,RUCC,Lee,AR,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
05079,RUCC,Lincoln,AR,Rural,Rural,Rural,Nonrural,Nonrural,Rural,2003,NA
05081,RUCC,Little River,AR,Nonrural,Rural,Rural,Rural,Nonrural,Nonrural,NA,1983
05083,RUCC,Logan,AR,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
05085,RUCC,Lonoke,AR,Rural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,1983,NA
05087,RUCC,Madison,AR,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
05089,RUCC,Marion,AR,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
05091,RUCC,Miller,AR,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
05093,RUCC,Mississippi,AR,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
05095,RUCC,Monroe,AR,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
05097,RUCC,Montgomery,AR,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
05099,RUCC,Nevada,AR,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
05101,RUCC,Newton,AR,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
05103,RUCC,Ouachita,AR,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
05105,RUCC,Perry,AR,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
05107,RUCC,Phillips,AR,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
05109,RUCC,Pike,AR,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
05111,RUCC,Poinsett,AR,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
05113,RUCC,Polk,AR,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
05115,RUCC,Pope,AR,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
05117,RUCC,Prairie,AR,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
05119,RUCC,Pulaski,AR,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
05121,RUCC,Randolph,AR,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
05123,RUCC,St. Francis,AR,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
05125,RUCC,Saline,AR,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
05127,RUCC,Scott,AR,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
05129,RUCC,Searcy,AR,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
05131,RUCC,Sebastian,AR,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
05133,RUCC,Sevier,AR,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
05135,RUCC,Sharp,AR,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
05137,RUCC,Stone,AR,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
05139,RUCC,Union,AR,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
05141,RUCC,Van Buren,AR,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
05143,RUCC,Washington,AR,Rural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,1983,NA
05145,RUCC,White,AR,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
05147,RUCC,Woodruff,AR,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
05149,RUCC,Yell,AR,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
06001,RUCC,Alameda,CA,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
06003,RUCC,Alpine,CA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
06005,RUCC,Amador,CA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
06007,RUCC,Butte,CA,Rural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,1983,NA
06009,RUCC,Calaveras,CA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
06011,RUCC,Colusa,CA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
06013,RUCC,Contra Costa,CA,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
06015,RUCC,Del Norte,CA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
06017,RUCC,El Dorado,CA,Rural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,1983,NA
06019,RUCC,Fresno,CA,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
06021,RUCC,Glenn,CA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
06023,RUCC,Humboldt,CA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
06025,RUCC,Imperial,CA,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
06027,RUCC,Inyo,CA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
06029,RUCC,Kern,CA,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
06031,RUCC,Kings,CA,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
06033,RUCC,Lake,CA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
06035,RUCC,Lassen,CA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
06037,RUCC,Los Angeles,CA,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
06039,RUCC,Madera,CA,Rural,Rural,Nonrural,Nonrural,Nonrural,Nonrural,1993,NA
06041,RUCC,Marin,CA,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
06043,RUCC,Mariposa,CA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
06045,RUCC,Mendocino,CA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
06047,RUCC,Merced,CA,Rural,Rural,Nonrural,Nonrural,Nonrural,Nonrural,1993,NA
06049,RUCC,Modoc,CA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
06051,RUCC,Mono,CA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
06053,RUCC,Monterey,CA,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
06055,RUCC,Napa,CA,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
06057,RUCC,Nevada,CA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
06059,RUCC,Orange,CA,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
06061,RUCC,Placer,CA,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
06063,RUCC,Plumas,CA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
06065,RUCC,Riverside,CA,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
06067,RUCC,Sacramento,CA,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
06069,RUCC,San Benito,CA,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
06071,RUCC,San Bernardino,CA,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
06073,RUCC,San Diego,CA,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
06075,RUCC,San Francisco,CA,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
06077,RUCC,San Joaquin,CA,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
06079,RUCC,San Luis Obispo,CA,Rural,Rural,Nonrural,Nonrural,Nonrural,Nonrural,1993,NA
06081,RUCC,San Mateo,CA,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
06083,RUCC,Santa Barbara,CA,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
06085,RUCC,Santa Clara,CA,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
06087,RUCC,Santa Cruz,CA,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
06089,RUCC,Shasta,CA,Rural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,1983,NA
06091,RUCC,Sierra,CA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
06093,RUCC,Siskiyou,CA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
06095,RUCC,Solano,CA,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
06097,RUCC,Sonoma,CA,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
06099,RUCC,Stanislaus,CA,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
06101,RUCC,Sutter,CA,Rural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,1983,NA
06103,RUCC,Tehama,CA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
06105,RUCC,Trinity,CA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
06107,RUCC,Tulare,CA,Rural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,1983,NA
06109,RUCC,Tuolumne,CA,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
06111,RUCC,Ventura,CA,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
06113,RUCC,Yolo,CA,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
06115,RUCC,Yuba,CA,Rural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,1983,NA
08001,RUCC,Adams,CO,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
08003,RUCC,Alamosa,CO,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
08005,RUCC,Arapahoe,CO,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
08007,RUCC,Archuleta,CO,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
08009,RUCC,Baca,CO,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
08011,RUCC,Bent,CO,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
08013,RUCC,Boulder,CO,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
08015,RUCC,Chaffee,CO,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
08017,RUCC,Cheyenne,CO,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
08019,RUCC,Clear Creek,CO,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
08021,RUCC,Conejos,CO,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
08023,RUCC,Costilla,CO,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
08025,RUCC,Crowley,CO,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
08027,RUCC,Custer,CO,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
08029,RUCC,Delta,CO,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
08031,RUCC,Denver,CO,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
08033,RUCC,Dolores,CO,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
08035,RUCC,Douglas,CO,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
08037,RUCC,Eagle,CO,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
08039,RUCC,Elbert,CO,Rural,Rural,Rural,Nonrural,Nonrural,Nonrural,2003,NA
08041,RUCC,El Paso,CO,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
08043,RUCC,Fremont,CO,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
08045,RUCC,Garfield,CO,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
08047,RUCC,Gilpin,CO,Nonrural,Rural,Rural,Nonrural,Nonrural,Nonrural,NA,1983
08049,RUCC,Grand,CO,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
08051,RUCC,Gunnison,CO,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
08053,RUCC,Hinsdale,CO,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
08055,RUCC,Huerfano,CO,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
08057,RUCC,Jackson,CO,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
08059,RUCC,Jefferson,CO,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,NA,NA
08061,RUCC,Kiowa,CO,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
08063,RUCC,Kit Carson,CO,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
08065,RUCC,Lake,CO,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
08067,RUCC,La Plata,CO,Rural,Rural,Rural,Rural,Rural,Rural,NA,NA
08069,RUCC,Larimer,CO,Rural,Nonrural,Nonrural,Nonrural,Nonrural,Nonrural,1983,NA
